fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,class
12.15839041844486,3.0979974432150317,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,8,0
8.726047238741366,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,0
12.002954394180106,2.073567582245054,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,0
11.617516186264089,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,0
11.227311579753584,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,0
10.999739549033984,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,5,0
8.4,6.586384346914258,0.2,2.4,0.076,10.0,38.0,0.99735,3.31,0.64,9.4,5,0
7.5,-0.9690873557964733,0.18,7.0,0.088,27.0,94.0,0.99915,3.38,0.77,9.4,5,0
13.064730751890744,0.07933763731936816,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,0
11.765772383865695,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,0
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,,6,0
10.3,0.32,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,8,0
8.9,-0.24353142995040244,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7,0
11.375472579230031,-0.8442014342914284,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,6,0
6.33934526808315,-5.696316130244808,0.68,3.5,0.358,5.0,10.0,0.9972,3.25,1.08,,7,0
11.989520500625495,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,5,0
11.301255073745644,4.524594417124743,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,,7,0
9.9,-2.4881213771388326,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,0
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,0
12.946743762592089,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,6,0
6.534381869430167,0.9094447262382916,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,6,0
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,0
12.595089736143782,-3.8455835330246604,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,,5,0
8.7,2.3821471921592154,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,0
10.934874620336892,-2.1561881078205936,0.48,2.0,0.343,6.0,18.0,0.9979,3.3,0.71,10.5,5,0
10.4,-2.8578857723271733,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,6,0
4.906985461281013,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,6,0
13.3,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,,6,0
10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,5,0
10.6,1.4130303934451187,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,5,0
7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,5,0
7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.9993,3.67,0.8,9.7,5,0
6.9,-1.4322037414478865,0.06,2.1,0.08,8.0,33.0,0.99845,3.68,0.71,9.6,5,0
7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,6,0
11.487126985761705,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,,6,0
8.3,0.705,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,,5,0
7.4,-1.052477288259119,0.12,1.6,0.186,5.0,21.0,0.996,3.39,0.54,9.5,5,0
8.4,0.65,0.6,2.1,0.112,12.0,90.0,0.9973,3.2,0.52,9.2,5,0
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6,0
8.396272136918823,0.62,0.32,2.2,0.082,7.0,54.0,0.9966,3.36,0.52,9.4,5,0
10.3,0.41,0.42,2.4,0.213,6.0,14.0,0.9994,3.19,0.62,9.5,6,0
9.173814799239308,0.9453688455988618,0.44,2.4,0.214,5.0,12.0,0.9994,3.19,0.63,9.5,6,0
10.111477065828552,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53,,6,0
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,,6,0
7.9,0.53,0.24,2.0,0.072,15.0,105.0,0.996,3.27,0.54,9.4,6,0
12.866497176932967,2.859968360903252,0.31,2.8,0.093,19.0,98.0,0.99815,3.32,0.63,9.5,6,0
11.509693080966237,-1.985201463615135,0.3,3.0,0.076,30.0,135.0,0.9976,3.3,0.53,9.4,5,0
6.571254844358016,-2.613577421974499,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,11.0,5,0
9.367464512565116,0.4204510000468247,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65,11.0,6,0
9.83388419238012,0.56,0.23,3.4,0.102,37.0,92.0,0.9996,3.3,0.65,10.1,5,0
9.6,2.387757740774247,0.12,2.9,0.082,30.0,74.0,0.99865,3.3,0.64,10.4,6,0
6.092762064302145,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,,7,0
9.6,0.77,0.12,2.9,0.082,30.0,74.0,0.99865,3.3,0.64,10.4,6,0
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7,0
9.3,4.9982655755818755,0.26,3.4,0.09,25.0,87.0,0.99975,3.24,0.62,9.7,5,0
9.818188135493237,0.62,0.05,2.3,0.079,6.0,18.0,0.99735,3.29,0.63,,5,0
10.3,0.59,0.42,2.8,0.09,35.0,73.0,0.999,3.28,0.7,9.5,6,0
10.0,0.49,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,9.2,6,0
10.0,-2.7239887948811043,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,9.2,6,0
11.6,0.53,0.66,3.65,0.121,6.0,14.0,0.9978,3.05,0.74,11.5,7,0
10.3,-0.513901303811142,0.5,4.5,0.107,5.0,13.0,0.998,3.28,0.83,11.5,5,0
13.4,0.27,0.62,2.6,0.082,6.0,21.0,1.0002,3.16,0.67,9.7,6,0
11.138394922870845,0.46,0.39,2.0,0.061,7.0,15.0,0.9981,3.18,0.62,9.5,5,0
10.2,3.887358075225763,0.64,2.9,0.122,10.0,41.0,0.998,3.23,0.66,12.5,6,0
17.98064400620792,0.36,0.64,2.9,0.122,10.0,41.0,0.998,3.23,0.66,12.5,6,0
8.0,6.499283608416156,0.28,3.2,0.066,21.0,114.0,0.9973,3.22,0.54,9.4,6,0
8.4,0.56,0.08,2.1,0.105,16.0,44.0,0.9958,3.13,0.52,11.0,5,0
12.27181258983568,0.65,0.01,2.5,0.078,17.0,38.0,0.9963,3.34,0.74,11.7,7,0
11.9,-2.2842729979262626,0.53,3.4,0.128,7.0,21.0,0.9992,3.17,0.84,12.2,7,0
11.033450470803572,-1.7864357594199498,0.45,1.9,0.052,6.0,16.0,0.9948,3.35,0.7,,6,0
7.8,1.573300283829579,0.32,2.8,0.08,29.0,58.0,0.9974,3.31,0.64,10.3,5,0
13.14751150386454,0.49,0.58,3.0,0.103,28.0,99.0,1.0008,3.16,1.0,,6,0
12.5,0.28,0.54,2.3,0.082,12.0,29.0,0.9997,3.11,1.36,9.8,7,0
12.691166765174053,-1.3932294265792617,0.5,2.4,0.066,10.0,21.0,1.0,3.12,1.18,9.2,6,0
10.6,0.42,0.48,2.7,0.065,5.0,18.0,0.9972,3.21,0.87,11.3,6,0
10.9,-1.8876952635298578,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8,6,0
10.9,0.39,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,,6,0
11.9,0.57,0.5,2.6,0.082,6.0,32.0,1.0006,3.12,0.78,10.7,6,0
7.0,1.4184118191067214,0.0,1.9,0.067,40.0,63.0,0.9979,3.6,0.81,9.9,5,0
6.6,0.815,0.02,2.7,0.072,17.0,34.0,0.9955,3.58,0.89,12.3,7,0
10.788931789100678,5.138259861219333,0.67,3.0,0.093,6.0,15.0,0.9986,3.02,0.93,,6,0
9.6,0.56,0.31,2.8,0.089,15.0,46.0,0.9979,3.11,0.92,10.0,6,0
3.883038318400267,0.785,0.0,2.6,0.093,11.0,28.0,0.9994,3.36,0.86,9.4,6,0
10.7,0.67,0.22,2.7,0.107,17.0,34.0,1.0004,3.28,0.98,,6,0
6.482322672755304,0.795,0.0,2.6,0.096,11.0,26.0,0.9994,3.35,0.83,9.4,6,0
7.7,0.665,0.0,2.4,0.09,8.0,19.0,0.9974,3.27,0.73,9.3,5,0
13.5,-3.398446885298158,0.79,4.8,0.12,23.0,77.0,1.0018,3.18,0.77,13.0,5,0
6.1,0.21,0.4,1.4,0.066,40.5,165.0,0.9912,3.25,0.59,11.9,6,0
6.7,5.2450023233385386,0.01,2.4,0.078,17.0,32.0,0.9955,3.55,0.61,12.8,6,0
11.5,0.41,0.52,3.0,0.08,29.0,55.0,1.0001,3.26,0.88,11.0,5,0
10.5,-1.3043076557486644,0.66,2.95,0.116,12.0,29.0,0.997,3.24,0.75,11.7,7,0
11.9,0.43,0.66,3.1,0.109,10.0,23.0,1.0,3.15,0.85,10.4,7,0
12.6,0.38,0.66,2.6,0.088,10.0,41.0,1.001,3.17,0.68,9.8,6,0
8.2,0.7,0.23,2.0,0.099,14.0,81.0,0.9973,3.19,0.7,9.4,5,0
8.456848945488709,0.45,0.31,2.6,0.086,21.0,50.0,0.9982,3.37,0.91,9.9,6,0
5.583382165373048,0.58,0.66,2.5,0.072,6.0,37.0,0.9992,3.05,0.56,10.0,5,0
10.867034623181752,1.4973757637745957,0.63,2.0,0.071,6.0,15.0,0.9988,2.99,0.87,10.2,5,0
12.8,0.615,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,7,0
10.0,0.42,0.5,3.4,0.107,7.0,21.0,0.9979,3.26,0.93,,6,0
12.8,0.615,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,7,0
10.4,5.347552163305582,0.61,2.6,0.076,11.0,24.0,1.0,3.16,0.69,9.0,5,0
9.557160900626723,0.34,0.52,2.8,0.159,15.0,75.0,0.9998,3.18,0.64,9.4,5,0
9.4,1.245970776906336,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,7,0
6.9,0.765,0.02,2.3,0.063,35.0,63.0,0.9975,3.57,0.78,9.9,5,0
7.2537203395436265,-0.6524731445975648,0.4,1.6,0.056,11.0,25.0,0.9967,3.32,0.87,8.7,6,0
7.114829205435566,2.434526868084218,0.48,1.8,0.067,26.0,46.0,0.9967,3.32,1.04,10.6,6,0
6.375458556855799,0.030501393002678623,0.22,2.2,0.106,12.0,72.0,0.9959,3.05,0.63,,5,0
19.171681484371586,1.9740531487838429,0.63,3.8,0.089,6.0,47.0,1.0014,3.01,0.81,10.8,6,0
13.48643584447181,0.54,0.71,4.4,0.124,6.0,15.0,0.9984,3.01,0.83,11.8,7,0
11.5,0.45,0.5,3.0,0.078,19.0,47.0,1.0003,3.26,1.11,11.0,6,0
9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,7,0
9.719097669305551,0.625,0.66,6.2,0.088,6.0,24.0,0.9988,3.11,0.99,,6,0
8.3,-0.1940429951334583,0.38,2.5,0.094,24.0,60.0,0.9979,3.31,0.7,,6,0
8.3,2.8434586909671156,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,,6,0
13.7,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,6,0
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6,0
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6,0
7.49495663491411,-3.6726950776506495,0.28,2.1,0.087,23.0,54.0,0.998,3.42,0.74,9.2,5,0
7.4,0.63,0.07,2.4,0.09,11.0,37.0,0.9979,3.43,0.76,,6,0
7.8,-2.5005648722810276,0.26,2.0,0.088,23.0,48.0,0.9981,3.41,0.74,9.2,6,0
8.3,0.66,0.15,1.9,0.079,17.0,42.0,0.9972,3.31,0.54,9.6,6,0
7.715059993043199,-3.766785274603838,0.26,1.9,0.088,23.0,53.0,0.9981,3.43,0.74,9.2,6,0
9.6,0.38,0.31,2.5,0.096,16.0,49.0,0.9982,3.19,0.7,10.0,7,0
5.6,0.85,0.05,1.4,0.045,12.0,88.0,0.9924,3.56,0.82,12.9,8,0
11.396133698779547,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,6,0
9.5,0.2007117124109812,0.52,2.0,0.082,6.0,26.0,0.998,3.18,0.51,,5,0
8.4,0.665,0.61,2.0,0.112,13.0,95.0,0.997,3.16,0.54,9.1,5,0
10.392609346768435,-3.9886146564293106,0.65,2.3,0.063,6.0,25.0,0.9997,3.03,0.57,9.9,5,0
12.0,0.37,0.76,4.2,0.066,7.0,38.0,1.0004,3.22,0.6,13.0,7,0
6.6,-1.340494725200458,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,,5,0
14.531572060980139,-2.732525813706424,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,6,0
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,6,0
8.7,5.2040286886164715,0.22,2.3,0.064,9.0,42.0,0.9963,3.1,0.55,9.4,5,0
5.340646867449552,-2.2370410565275174,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,,5,0
7.7,0.26,0.3,1.7,0.059,20.0,38.0,0.9949,3.29,0.47,10.8,6,0
12.2,0.48,0.54,2.6,0.085,19.0,64.0,1.0,3.1,0.61,,6,0
8.115910838907386,0.6,0.49,2.7,0.085,10.0,41.0,0.9994,3.15,0.63,10.5,6,0
7.7,-3.169637108770027,0.05,2.7,0.075,15.0,27.0,0.9974,3.26,0.61,9.1,5,0
8.7,0.31,0.46,1.4,0.059,11.0,25.0,0.9966,3.36,0.76,10.1,6,0
9.670578967791673,0.44,0.47,2.5,0.063,9.0,28.0,0.9981,3.24,0.65,10.8,6,0
12.0,1.1350156012973085,0.66,3.0,0.093,12.0,30.0,0.9996,3.18,0.63,10.8,7,0
10.754029259387371,0.34,0.58,3.7,0.174,6.0,16.0,0.997,3.19,0.7,11.3,6,0
12.5,5.5204634636849805,0.49,4.5,0.07,26.0,49.0,0.9981,3.05,0.57,,4,0
9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62,9.5,6,0
9.1,0.45,0.35,2.4,0.08,23.0,78.0,0.9987,3.38,0.62,9.5,5,0
1.1818873274184938,0.735,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,5,0
9.9,0.4,0.53,6.7,0.097,6.0,19.0,0.9986,3.27,0.82,11.7,7,0
8.677760926548421,0.17179876226294505,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,,5,0
11.203939803044781,0.6088420805688075,0.24,6.6,0.117,31.0,134.0,1.0014,3.32,1.07,,5,0
11.953688156565498,0.48,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66,11.7,6,0
7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,5,0
18.589385345584915,0.38,0.51,2.0,0.121,7.0,20.0,0.9996,3.24,0.76,10.4,6,0
6.8,4.642272383235428,0.0,1.8,0.066,34.0,52.0,0.9976,3.62,0.68,9.9,5,0
9.5,0.56,0.33,2.4,0.089,35.0,67.0,0.9972,3.28,0.73,11.8,7,0
10.353328446936537,3.474688014649338,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7,0
12.046802074252561,2.2362449538356772,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,,5,0
18.90025780774298,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7,0
7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,5,0
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7,0
8.674468785323793,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,6,0
9.5,-0.96702218520058,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,6,0
9.589210623798103,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,5,0
12.8,0.84,0.63,2.4,0.088,13.0,35.0,0.9997,3.1,0.6,10.4,6,0
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7,0
7.8,1.9178737188598387,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,5,0
11.9,-3.712352286058061,0.69,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,12.8,6,0
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5,0
13.321220880293996,-1.4610266481777938,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,6,0
10.62229069981502,4.684387952865748,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5,0
8.323058958484907,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,6,0
11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,,6,0
10.4,4.315978054223365,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,6,0
7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,,5,0
12.6,0.31,0.72,2.2,0.072,6.0,29.0,0.9987,2.88,0.82,9.8,8,0
9.956817070765059,0.4,0.65,2.15,0.068,7.0,27.0,0.9988,3.06,0.68,11.3,6,0
15.6,0.685,0.76,3.7,0.1,6.0,43.0,1.0032,2.95,0.68,11.2,7,0
11.193953672688645,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,,7,0
3.3442727359405393,1.8824540980061277,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,,7,0
9.5,-5.053061164129974,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,6,0
12.5,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,,5,0
9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.9968,3.22,0.72,11.2,5,0
6.539214500414847,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,,6,0
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6,0
13.140419879316514,-3.23466458394945,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6,0
8.4,-1.6684172858422062,0.53,1.8,0.413,9.0,26.0,0.9979,3.06,1.06,9.1,6,0
6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,6,0
9.9868656776583,-0.18509709401615143,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7,0
1.2174365928497588,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,5,0
6.933329236063732,0.62,0.67,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,8,0
8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,5,0
9.2,-3.121233451517889,0.21,2.7,0.097,29.0,65.0,0.9988,3.28,0.58,,5,0
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7,0
11.6,-0.15894117074669556,0.66,2.2,0.074,10.0,47.0,1.0008,3.25,0.57,9.0,3,0
9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,6,0
4.858200525615611,5.916885714466067,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,5,0
11.0,0.26,0.68,2.55,0.085,10.0,25.0,0.997,3.18,0.61,,5,0
5.451084281658076,0.66,0.7,2.2,0.098,25.0,129.0,0.9972,3.08,0.53,,5,0
11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,6,0
10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.91,9.7,5,0
10.3,1.7025076305760183,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,6,0
8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,6,0
12.643269988435915,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,,6,0
8.7,0.82,0.02,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,5,0
13.0,0.9764798868831093,0.65,2.6,0.093,15.0,47.0,0.9996,3.05,0.61,10.6,5,0
9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,6,0
13.156816541214909,0.37,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,10.4,6,0
13.095838115097598,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,5,0
12.758405468825313,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,0.89,,6,0
12.815708868547972,-2.372666257055464,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5,0
9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,5,0
10.4,-4.676954360137521,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,11.0,6,0
9.6,-3.0045892766291145,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,,5,0
9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,6,0
10.6,-4.75816744412303,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,9.2,5,0
11.22518857437737,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,8,0
10.6,0.5851057867245273,0.59,2.2,0.152,6.0,18.0,0.9986,3.04,1.05,9.4,5,0
11.229037927274469,0.36,0.6,2.2,0.152,7.0,18.0,0.9986,3.04,1.06,9.4,5,0
13.898055226862965,0.44,0.68,4.1,0.114,6.0,24.0,0.997,3.06,0.66,13.4,6,0
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,,5,0
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,5,0
12.958238375220297,0.645,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,0.42,10.0,6,0
11.6,1.4716574132220777,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,10.8,7,0
9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,6,0
9.3,0.775,0.27,2.8,0.078,24.0,56.0,0.9984,3.31,0.67,10.6,6,0
9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,7,0
8.9,0.4,0.51,2.6,0.052,13.0,27.0,0.995,3.32,0.9,13.4,7,0
9.828286102661973,-2.20586985845804,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6,0
6.5,0.39,0.23,8.3,0.051,28.0,91.0,0.9952,3.44,0.55,12.1,6,0
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,,8,0
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,0
7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,,5,0
14.513215612580426,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8,0
8.7,1.1337580197274422,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,,6,0
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,0
10.4,4.846981448696851,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7,0
10.4,6.313092027041711,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7,0
10.5,2.571231052247655,0.47,1.9,0.078,6.0,24.0,0.9976,3.18,1.04,10.9,7,0
10.5,0.24,0.42,1.8,0.077,6.0,22.0,0.9976,3.21,1.05,,7,0
10.2,0.49,0.63,2.9,0.072,10.0,26.0,0.9968,3.16,0.78,12.5,7,0
3.3626352724898103,-0.2845215118750303,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,1.02,10.8,7,0
11.2,2.8843127316287664,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,6,0
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6,0
12.428610477578651,4.345429951033884,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,11.4,7,0
11.482628603044807,0.42,0.49,4.6,0.073,19.0,43.0,0.9978,3.02,0.61,,5,0
10.0,-5.431684413371677,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6,0
14.15804863244471,0.4,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81,9.7,6,0
15.214184990852308,4.956207113389248,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,0
6.149461889369213,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,0
12.733501522447828,0.655,0.49,6.1,0.122,34.0,151.0,1.001,3.31,1.14,9.3,5,0
8.985664441921193,-1.0337604617791873,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,11.9,6,0
10.4,-0.9948888648124709,0.49,2.1,0.2,5.0,16.0,0.9994,3.16,0.63,8.4,3,0
7.476354263317532,-0.8547839177577536,0.49,2.8,0.088,11.0,32.0,0.9972,3.22,0.68,11.7,6,0
7.3,1.3252524163272659,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,11.0,5,0
9.8,0.25,0.49,2.7,0.088,15.0,33.0,0.9982,3.42,0.9,10.0,6,0
6.8971428930179055,-2.923762761096299,0.49,2.0,0.088,16.0,43.0,0.998,3.48,0.64,9.1,5,0
7.245380583602246,-0.46444210407285447,0.49,2.3,0.099,47.0,133.0,0.9979,3.38,0.99,,5,0
9.3,1.9758316194936718,0.49,2.5,0.085,38.0,142.0,0.9978,3.22,0.55,9.4,5,0
4.52474816084937,0.43,0.49,2.4,0.086,23.0,116.0,0.9976,3.23,0.64,9.5,5,0
12.3496339204777,0.64,0.24,2.8,0.105,29.0,53.0,0.9998,3.24,0.67,9.9,5,0
7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,,5,0
7.0,0.38,0.49,2.5,0.097,33.0,85.0,0.9962,3.39,0.77,,6,0
8.2,0.42,0.49,2.6,0.084,32.0,55.0,0.9988,3.34,0.75,8.7,6,0
11.938207274179806,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,,5,0
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,,6,0
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,5,0
15.062124788491012,1.0357137478219782,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,,5,0
10.3,0.27,0.24,2.1,0.072,15.0,33.0,0.9956,3.22,0.66,12.8,6,0
8.699634010666404,1.6224435430844077,0.24,2.7,0.102,13.0,32.0,1.0,3.28,0.56,10.0,6,0
